OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime
Pyura stolonifera,Pyura stolonifera,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Pyura,S,-38,144,L,269,NA
Ambylpneustes formosus,Amblypneustes formosus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-38,144,L,399,NA
Amblypneustes pallidus,Amblypneustes pallidus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-34,135,L,415.24,NA
Amblypneustes ovum,Amblypneustes ovum,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-38,144,L,472,NA
Ambylpneustes pachistus,Amblypneustes elevatus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Amblypneustes,S,-34,138,L,383,NA
Araeosoma owstoni,Araeosoma owstoni,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Araeosoma,N,34,139,L,1200,NA
Araeosoma fenestratum,Araeosoma fenestratum,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Araeosoma,N,57,-10,L,1250,NA
Ascobulla ulla,Ascobulla ulla,Volvatellidae,Sacoglossa,Gastropoda,Mollusca,Ascobulla,N,32,-65,L,99.3,NA
Mangelia nebula,Bela nebula,Conidae,Neogastropoda,Gastropoda,Mollusca,Bela,N,50,-4,P,160,NA
Berthelinia  sp.1,Berthelinia,Juliidae,Sacoglossa,Gastropoda,Mollusca,Berthelinia,S,-31,159,L,90.5,NA
Bosellia sp.,Bosellia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Bosellia,S,-27,153,P,56,NA
Breynia australiasiae,Breynia australasiae,Loveniidae,Spatangoida,Echinoidea,Echinodermata,Breynia,S,-33,159,L,377,NA
Brissus obesus,Brissus obesus,Schizasteridae,Spatangoida,Echinoidea,Echinodermata,Brissus,N,10,-79,P,117.5,NA
Bushiella abnormis,Bushiella abnormis,Spirorbidae,Sabellida,Polychaeta,Annelida,Bushiella,N,48,-123,L,185,NA
Calveriosoma hystrix,Calveriosoma hystrix,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Calveriosoma,N,57,-10,L,1250,NA
Circeis armoricana,Circeis armoricana,Spirorbidae,Sabellida,Polychaeta,Annelida,Circeis,N,48,-123,L,167,NA
Clypeaster australasiae,Clypeaster australasiae,Clypeasteridae,Clypeasteroida,Echinoidea,Echinodermata,Clypeaster,S,-33,151,P,88.56,NA
Conus victoriae,Conus victoriae,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-14,125,P,621,NA
Conus thalassiarchus,Conus thalassiarchus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,8,117,P,602,NA
Conus furvus,Conus furvus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,9,118,P,697,NA
Conus magus,Conus magus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,566,NA
Conus consors,Conus consors,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,7,134,P,389,7
Conus stramineus,Conus stramineus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,13,121,P,537,NA
Conus cinereus,Conus cinereus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,16,120,P,480,NA
Costasiella usagi,Costasiella usagi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,79.8,NA
Costasiella sp. 2 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,62.7,NA
"Costasiella sp. 3, cf. o",Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,77.2,NA
Costasiella sp. 4 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,L,105.2,NA
Costasiella sp. 1 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,67.3,NA
Cyerce sp. 2,Cyerce,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,13,144,P,52.9,NA
Cyerce nigra,Cyerce nigra,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,13,144,P,57.2,NA
Cyerce sp. Bahamas,Cyerce,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,27,-78,P,61.8,NA
Cylindrobulla sp1,Cylindrobulla,Volvatellidae,Sacoglossa,Gastropoda,Mollusca,Cylindrobulla,S,-31,159,L,114.7,NA
Echinosigra phiale,Echinosigra phiale,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Echinosigra,N,57,-12,L,335,NA
Echinostrephus aciculatu,Echinostrephus aciculatus,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinostrephus,N,35,136,P,150,NA
Elysia marginata,Elysia marginata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,P,55.7,NA
Elysia pusilla,Elysia pusilla,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,P,97,NA
Elysia patina,Elysia patina,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,12,-69,P,67.2,NA
"Elysia sp. 18, Rhipilia",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,26,-79,P,61.2,NA
Elysia ornata,Elysia ornata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,12,-69,P,59.4,NA
E. furvacauda,Elysia furvacaud,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,L,126.1,NA
"Elysia sp. 24, cf brown",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,P,67.1,NA
"Elysia sp. 22, gold spot",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,P,71.5,NA
"Elysia sp. 15, Udotea-ea",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,L,67.1,NA
Echinus affinis,Gracilechinus affinis,Echinidae,Echinoida,Echinoidea,Echinodermata,Gracilechinus,N,57,-10,P,90,NA
Holopneustes maroon,Holopneustes,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-34,138,L,385.48,NA
Holopneustes porosissimu,Holopneustes porosissimus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-38,144,L,426.4,NA
Hydroides elegans (as no,Hydroides elegans,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,S,-33,151.247749,P,45,NA
Hygrosoma petersii,Hygrosoma petersii,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Hygrosoma,N,57,-10,L,1150,NA
Limacina retroversa,Limacina retroversa,Limacinidae,Thecosomata,Gastropoda,Mollusca,Limacina,N,50,-4,P,90,NA
Cymatium cutaceum,Linatella caudata,Cymatiidae,Mesogastropoda,Gastropoda,Mollusca,Linatella,N,41,2,P,151,NA
Lobiger viridis,Lobiger viridis,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Lobiger,S,-31,159,P,73.3,NA
Lytechinus williamsi,Lytechinus williamsi,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,10,-79,P,103,NA
Lytechinus anamesus,Lytechinus pictus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,32,-117,P,111,NA
Encope stokesii,Mellitella stokesii,Curculionoidea,Clypeasteroida,Echinoidea,Echinodermata,Mellitella,N,10,-88,P,114,NA
Cymatium corrugatum,Monoplex corrugatus,Cymatiidae,Mesogastropoda,Gastropoda,Mollusca,Monoplex,N,41,2,P,216,NA
Ostrea edulis,Ostrea edulis,Ostreidae,Ostreina,Bivalvia,Mollusca,Ostrea,N,58,11,P,202,NA
Oulactis mucosa,Oulactis muscosa,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Oulactis,S,-38,144,L,222,NA
Oxynoe sp.1 (Gosliner),Oxynoe,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Oxynoe,N,13,144,L,121,NA
Paradexiospira vitrea,Paradexiospira vitrea,Spirorbidae,Sabellida,Polychaeta,Annelida,Paradexiospira,N,48,-123,L,196,NA
Parasalenia gratiosa,Parasalenia gratiosa,Parasaleniidae,Echinoida,Echinoidea,Echinodermata,Parasalenia,N,34,136,P,96,NA
Phormosoma placenta,Phormosoma placenta,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Phormosoma,N,57,-10,L,1100,NA
Pileolaria berkelyana,Pileolaria berkeleyana,Spirorbidae,Sabellida,Polychaeta,Annelida,Pileolaria,N,48,-122,L,169,NA
Placida cremoniana,Placida cremoniana,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Placida,S,-33,151,P,54.1,NA
Placida sp. Sydney,Placida,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Placida,S,-33,151,P,54.3,NA
Plakobranchus sp white,Plakobranchus,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Plakobranchus,N,13,144,P,75,NA
Pourtalesia miranda,Pourtalesia miranda,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Pourtalesia,N,57,-12,L,357,NA
Pourtalesia jeffreysi,Pourtalesia jeffreysi,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Pourtalesia,N,57,-12,L,225,NA
Protolaespira exima,Protolaeospira (Protolaeospira) eximia,Spirorbidae,Sabellida,Polychaeta,Annelida,Protolaeospira,N,48,-122,L,199,NA
Pseudechinus huttoni,Pseudechinus huttoni,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Pseudechinus,S,-45,167,P,110.95,NA
Scaphechinus tenuis,Scaphechinus tenuis,Scutellidae,Clypeasteroida,Echinoidea,Echinodermata,Scaphechinus,N,34,136,P,100,NA
Sperosoma grimaldii,Sperosoma grimaldii,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Sperosoma,N,57,-10,L,1100,NA
Stiliger fuscovitatus,Stiliger fuscovittatus,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Stiliger,N,34,-118,P,65.4,NA
Allocentrotus fragilis,Strongylocentrotus fragilis,Strongylocentro,Echinoida,Echinoidea,Echinodermata,Strongylocentrotus,N,48,-123,P,110,NA
Temnopleurus hardwickii,Temnopleurus hardwickii,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,N,35,140,P,100,NA
Temnopleurus toreumaticu,Temnopleurus toreumaticus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,N,34,136,P,80,NA
Temnopleurus michaelseni,Temnopleurus michaelseni,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,S,-34,135,P,80.43,NA
Toxopneustes pileolus,Toxopneustes pileolus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Toxopneustes,N,34,136,P,80,NA
Toxopneustes roseus,Toxopneustes roseus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Toxopneustes,N,10,-79,P,100,NA
Hydroides fusicola,Hydroides fusicola,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,32.738772,129,P,67,NA
Lytechinus variegatus,Lytechinus variegatus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,29,-85,P,110,37
Phragmatopoma lapidosa,Phragmatopoma lapidosa,Sabellariidae,Terebellida,Polychaeta,Annelida,Phragmatopoma,N,26,-80,P,100,NA
Pteraster tesselatus,Pteraster tesselatus,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Pteraster,N,48,-123,L,1200,11
Psolidium bullatum,Psolidium bullatum,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolidium,N,48,-123,L,330,8
Psolus chitonoides,Psolus chitonoides,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,48,-123,L,627,28
Psolus chitinoides,Psolus chitinoides,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,48,-123,L,627,NA
Eudistylia vancuvieri,Eudistylia vancouveri,Sabellidae,Sabellida,Polychaeta,Annelida,Eudistylia,N,48.537522,-123,L,180,NA
Doris montereyensis,Doris montereyensis,Dorididae,Nudibranchia,Gastropoda,Mollusca,Doris,N,43,-124,L,225,0.5
Amphysamytha galapagensi,Amphisamytha galapagensis,Ampharetidae,Ophiurida,Ophiuroidea,Echinodermata,Amphisamytha,N,48,-130,L,240,NA
Paralvinella palmiformis,Paralvinella palmiformis,Alvinellidae,Terebellida,Polychaeta,Annelida,Paralvinella,N,47.9667,-129,L,260,NA
Eupolymnia crescentis,Eupolymnia heterobranchia,Terebellidae,Terebellida,Polychaeta,Annelida,Eupolymnia,N,37.858591,-122,L,200,7
Neoamphitrite robusta,Neoamphitrite robusta,Terebellidae,Terebellida,Polychaeta,Annelida,Neoamphitrite,N,38,-123,L,180,NA
Thelepus crispus,Thelepus crispus,Terebellidae,Terebellida,Polychaeta,Annelida,Thelepus,N,48,-123,L,400,2
Nassarius (Niotha) paupe,Nassarius pauperatus,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Nassarius,S,-34,138,P,145,NA
Eucidaris tribuloides,Eucidaris tribuloides,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,25,-80,P,70,25
Owenia fusiformis,Owenia fusiformis,Oweniidae,Sabellida,Polychaeta,Annelida,Owenia,N,48.645613,-2,P,110,NA
Actinopyga serratidens,Actinopyga serratidens,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,N,27,33,P,NA,28
Actinopyga echinites,Actinopyga echinites,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,N,25,121,P,165,18
Amphiura chiajei,Amphiura chiajei,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Amphiura,N,43,7,L,150,7
Apostichopus japonicus,Apostichopus japonicus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Apostichopus,N,37,120,P,145,14
Arbacia punctulata,Arbacia punctulata,Curculionoidea,Arbacioida,Echinoidea,Echinodermata,Arbacia,N,36,-122,P,75,24
Aslia lefevrei,Aslia lefevrei,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Aslia,N,42,-8,L,525,49
Asterias forbesi,Asterias forbesi,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Asterias,N,41,-70,P,110,25
Asteropsis carinifera,Asteropsis carinifera,Poraniidae,Spinulodisa,Asteroidea,Echinodermata,Asteropsis,N,27,33,L,200,30
Astriclypeus manni,Astriclypeus mannii,,Clypeasteroida,Echinoidea,Echinodermata,Astriclypeus,N,34,136,P,190,25
Astropecten velitaris,Astropecten velitaris,Astropectinidae,Paxillosida,Asteroidea,Echinodermata,Astropecten,N,27,33,L,NA,5.5
Astropecten polyacanthus,Astropecten polyacanthus,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Astropecten,N,27,33,P,165,3.5
Certonardoa semiregulari,Certonardoa semiregularis,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Certonardoa,N,36,137,L,930,21
Patiriella pseudoexigua,Cryptasterina pentagona,Asterinidae,Spinulosida,Asteroidea,Echinodermata,Cryptasterina,N,22,120,L,378,10
Cucumaria piperata,Cucumaria piperata,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,532,8.5
Cucumaria frondosa,Cucumaria frondosa,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-68,L,750,46
Diadema setosum,Diadema setosum,Diadematidae,Diadematoida,Echinoidea,Echinodermata,Diadema,N,27,33,P,92,45
Echinaster purpureus,Echinaster purpureus,Echinasteridae,Spinulosida,Asteroidea,Echinodermata,Echinaster,N,27,33,L,NA,4
Echinocardium cordatum,Echinocardium cordatum,Loveniidae,Spatangoida,Echinoidea,Echinodermata,Echinocardium,N,55,-5,P,125,27
Eucidaris metularia,Eucidaris metularia,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,27,33,P,90,30
Eucidaris thouarsii,Eucidaris thouarsii,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,9,-80,P,86,30
Eupentacta fraudatrix,Eupentacta fraudatrix,Sclerodactylida,Dendrochirotida,Holothuroid,Echinodermata,Eupentacta,N,42,131,L,350,6.5
Eupentacta quinquesemita,Eupentacta quinquesemita,Sclerodactylida,Dendrochirotida,Holothuroid,Echinodermata,Eupentacta,N,48,-123,L,397,7
Fromia ghardaqana,Fromia ghardaqana,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Fromia,N,32,35,L,100,24
Henricia sanguinolenta,Henricia sanguinolenta,Echinasteridae,Spinulodisa,Asteroidea,Echinodermata,Henricia,N,46,-46,L,1050,42
Henricia lisa,Henricia lisa,Echinasteridae,Spinulosida,Asteroidea,Echinodermata,Henricia,N,46,-46,L,1100,45
Heterocentrotus mammilla,Heterocentrotus mamillatus,Echinometridae,Echinoida,Echinoidea,Echinodermata,Heterocentrotus,N,27,33,P,100,8
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,14
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,NA,28
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,NA,28
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,14
Holothuria (Theelothuria,Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,8,78,P,145,15
Holothuria (Platyperona),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,12
Iconaster longimanus,Iconaster longimanus,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Iconaster,N,1,103,L,960.5,10
Laganum depressum,Jacksonaster depressum,Laganidae,Clypeasteroida,Echinoidea,Echinodermata,Jacksonaster,N,27,33,P,100,14
Labidoplax buskii,Labidoplax buskii,Synaptidae,Apodida,Holothuroid,Echinodermata,Labidoplax,N,58,11,L,150,11.5
Leptopentacta elongata,Leptopentacta elongata,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Leptopentacta,N,55,-1,L,350,9
Loxechinus albus,Loxechinus albus,Parechinidae,Camarodonta,Echinoidea,Echinodermata,Loxechinus,S,-33,-71,P,116,26.5
Luidia alternata,Luidia alternata,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,-82,P,193,13
Luidia senegalensis,Luidia senegalensis,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,26,-81,P,197,18
Luidia quinaria,Luidia quinaria,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,36,137,P,124,36
Luidia ciliaris,Luidia ciliaris,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,27,-82,P,170,28
Luidia savignyi,Luidia savignyi,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,33,P,NA,12
Luidia clathrata,Luidia clathrata,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,-82,P,168,28
Lytechinus pictus,Lytechinus pictus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,37,-120,P,NA,24
Patiriella gunnii,Meridiastra gunnii,Asterinidae,Valvatida,Asteroidea,Echinodermata,Meridiastra,S,-33,151,L,360,14
Patiriella calcar,Meridiastra calcar,Asterinidae,Valvatida,Asteroidea,Echinodermata,Meridiastra,S,-33,151,L,400,14
Metacrinus rotundus,Metacrinus rotundus,Isselicrinidae,Isocrinida,Crinoidea,Echinodermata,Metacrinus,N,34,138,L,350,11
Molpadia intermedia,Molpadia intermedia,Molpadiidae,Molpadiida,Holothuroid,Echinodermata,Molpadia,N,48,-123,L,267,6.5
Nudechinus gravieri,Nudechinus gravieri,Toxopneustidae,Camarodonta,Echinoidea,Echinodermata,Nudechinus,N,27,33,P,90,15
Ophiocomina nigra,Ophiocomina nigra,Ophiocomidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiocomina,N,50,-4,P,100,37.5
Ophioderma brevispina,Ophioderma brevispina,Ophiodermatidae,Ophiurida,Ophiuroidea,Echinodermata,Ophioderma,N,41,-70,L,325,5
Ophiomaza cacaotica,Ophiomaza cacaotica,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiomaza,N,27,33,P,100,13
Ophioplocus japonicus,Ophioplocus japonicus,Ophiolepididae,Ophiurida,Ophiuroidea,Echinodermata,Ophioplocus,N,36,137,L,300,6
Ophiothrix (Ophiothrix),Ophiothrix,Ophiotrichidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,27,33,P,100,21
Ophiothrix fragilis,Ophiothrix fragilis,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,55,11,P,100,26
Caudina chilensis,Paracaudina chilensis,Caudinidae,Molpadida,Holothuroid,Echinodermata,Paracaudina,N,40,141,L,572,13
Parechinus angulosus,Parechinus angulosus,Echinidae,Echinoida,Echinoidea,Echinodermata,Parechinus,S,-34,18,P,90,56
Patiria miniata,Patiria miniata,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Patiria,N,36,-121,P,185,38
Pentamera populifera,Pentamera populifera,Phyllophoridae,Dendrochirotida,Holothuroid,Echinodermata,Pentamera,N,48,-123,L,372,6.5
Prionocidaris baculosa,Prionocidaris baculosa,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Prionocidaris,N,27,33,P,150,25
Psammechinus miliaris,Psammechinus miliaris,Echinidae,Echinoida,Echinoidea,Echinodermata,Psammechinus,N,50,-4,P,97,58
Pseudocnus echinatus,Pseudocnus echinatus,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Pseudocnus,N,35,140,L,445,7.5
Psolus fabricii,Psolus fabricii,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,47,-52,L,500,55
Psolus phantapus,Psolus phantapus,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,47,-52,L,550,58.5
Scaphechinus mirabilis,Scaphechinus mirabilis,Scutellidae,Clypeasteroida,Echinoidea,Echinodermata,Scaphechinus,N,42,132,P,NA,29
Solaster endeca,Solaster endeca,Solasteridae,Spinulodisa,Asteroidea,Echinodermata,Solaster,N,47,-52,L,800,76
Stichopus sp.,Stichopus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Stichopus,N,21,109,P,175,12
Strongylocentrotus inter,Strongylocentrotus intermedius,Strongylocentro,Echinoida,Echinoidea,Echinodermata,Strongylocentrotus,N,42,132,P,90,32.5
Tetrapygus niger,Tetrapygus niger,Arbaciidae,Arbacioida,Echinoidea,Echinodermata,Tetrapygus,S,-33,-71,P,94.2,107
Tripneustes gratilla,Tripneustes gratilla,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Tripneustes,N,27,33,P,90,18
Lobophytum compactum,Lobophytum compactum,Alcyoniidae,Alcyonacea,Anthozoa,Cnidaria,Lobophytum,S,-18,146,L,631.85,5.5
Costasiella sp.,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,25,-80,P,76.6,NA
Vermetus sp,Vermetus,Vermetidae,Mesogastropoda,Gastropoda,Mollusca,Vermetus,N,10,-69,L,240,1
Leodia sexiesperforata,Leodia sexiesperforata,Mellitidae,Clypeasteroida,Echinoidea,Echinodermata,Leodia,N,24,-80,P,200,5
Mellita tenuis,Mellita tenuis,Mellitidae,Clypeasteroida,Echinoidea,Echinodermata,Mellita,N,29,-83,P,125,10
Hydroides ezoensis,Hydroides ezoensis,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,35.178158,139,P,50,NA
Florometra serratissima,Florometra serratissima,Antedonidae,Comatulida,Crinoida,Echinodermata,Florometra,N,48,-125,L,207,5
Ophiothrix oerstedii,Ophiothrix oerstedii,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,13,-59,L,250,4.3
Ophiocoma pumila,Ophiocoma pumila,Ophiocomidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiocoma,N,18,-77,P,73,90
Ophiothrix suensonii,Ophiothrix (Acanthophiothrix) suensoni,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,13,-59,P,130,NA
Conopea galeata,Conopea galeata,Archaeobalanida,Sessilia,Maxillopoda,Arthropoda,Conopea,N,33,-117,L,NA,11.5
Tegula funebralis,Tegula funebralis,Trochidae,Archaeogastropo,Gastropoda,Mollusca,Tegula,N,36,-121,L,190,5
Holopneustes purpurescen,Holopneustes purpurascens,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-33,151,L,580,8
Ophiodromus pugettensis,Oxydromus pugettensis,Hesionidae,Phyllodocida,Polychaeta,Annelida,Oxydromus,N,38.24627,-123,L,100,NA
Platynereis bicanalicula,Platynereis bicanalicula,Nereidae,Phyllodocida,Polychaeta,Annelida,Platynereis,N,38,-122,L,168,NA
Euasterias troscheli,Evasterias troschelii,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Evasterias,N,50,-123,P,150,NA
Ophidiaster guildingii,Ophidiaster guildingi,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,20,-61,P,115,NA
Polinices (Conuber) sord,Conuber sordidum,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Conuber,S,-21,153,P,250,NA
Clymenella torquata,Clymenella torquata,Maldanidae,,Polychaeta,Annelida,Clymenella,N,51.356346,1,L,280,NA
Pectinaria koreni,Lagis koreni,Pectinariidae,Terebellida,Polychaeta,Annelida,Lagis,N,53,-3,P,63,NA
Salmacina dysteri,Salmacina dysteri,Serpulidae,Sabellida,Polychaeta,Annelida,Salmacina,N,27,128,L,150,NA
Rhodopsis pusilla,Rhodopsis pusilla,Serpulidae,Sabellida,Polychaeta,Annelida,Rhodopsis,N,27,128,L,78,NA
Dexiospira foraminosa,Neodexiospira foraminosa,Spirorbidae,Sabellida,Polychaeta,Annelida,Neodexiospira,N,27,128,L,80,NA
Paraprotis dendrova,Paraprotis dendrova,Serpulidae,Sabellida,Polychaeta,Annelida,Paraprotis,N,27,128,L,87,NA
Peronella japonica,Peronella japonica,Laganidae,Clypeasteroida,Echinoidea,Echinodermata,Peronella,N,35,132,L,300,2
Leitoscoloplos kerguelen,Leitoscoloplos kerguelensis,Orbiniidae,,Polychaeta,Annelida,Leitoscoloplos,N,43.053837,145,L,200,NA
Neanthes sp.,Neanthes,Nereidae,Phyllodocida,Polychaeta,Annelida,Neanthes,N,43.053837,145,L,280,NA
Spirorbis nipponicus,Neodexiospira alveolata,Spirorbidae,Sabellida,Polychaeta,Annelida,Neodexiospira,N,43.053837,145,L,175,NA
Chone ecaudata (as teres,Paradialychone ecaudata,Sabellidae,Sabellida,Polychaeta,Annelida,Paradialychone,N,43.053837,145,L,200,NA
Potamilla myriopsis,Pseudopotamilla myriops,Sabellidae,Sabellida,Polychaeta,Annelida,Pseudopotamilla,N,43.053837,145,L,140,NA
Spio filicornis,Spio filicornis,Spionidae,Spionida,Polychaeta,Annelida,Spio,N,43.053837,145,L,300,NA
