Family,Corrected Name,FB-Code,Sample Size,PLD- Mean,PLD- Max,PLD - Min
Scorpaenidae,Scorpaena porcus,1758,1,29,29,29
Scorpaenidae,Scorpaena porcus,1758,,29,29,
Scorpaenidae,Scorpaena scrofa,1759,1,25,25,25
Scorpaenidae,Scorpaenidae sp.,None,4,45.5,48,44
Scorpaenidae,Scorpaenodes caribbaeus,3946,2,33,39,27
Scorpaenidae,Scorpaenodes guamensis,5819,,32.4,38,32
Scorpaenidae,Scorpaenopsis diabolus,4921,4,29.8,33,24
Sebastidae,Sebastes atrovirens,3950,,,,
Sebastidae,Sebastes aurora,3952,,105,105,
Sebastidae,Sebastes carnatus,3956,,75,75,
Sebastidae,Sebastes flavidus,503,,85,85,
Sebastidae,Sebastes inermis,4586,,76,76,
Sebastidae,Sebastes inermis,4586,,92,92,
Sebastidae,Sebastes melanops,3979,,145,174,83
Sebastidae,Sebastes melanostomus,3981,,105,105,
Sebastidae,Sebastes mystinus,3983,,105,105,
Sebastidae,Sebastes paucispinis,3987,,160,160,
Sebastidae,Sebastes serranoides,4002,,135,135,
Serranidae,Cephalopholis argus,6396,4,27.5,29,25
Serranidae,Cephalopholis boenak,6444,1,31,31,31
Serranidae,Cephalopholis urodeta,6456,,24.3,27,22
Serranidae,Cromileptes altivelis,6457,1,24,24,
Serranidae,Diplectrum formosum,1203,10,17.2,20,14
Serranidae,Epinephelus adscensionis,14,,40,40,
Serranidae,Epinephelus akaara,5158,,30,,
Serranidae,Epinephelus areolatus,5367,1,18,18,18
Serranidae,Epinephelus corallicola,6466,,41,41,
Serranidae,Epinephelus hexagonatus,6660,1,24.7,26,24
Serranidae,Epinephelus itajara,16,45,55,80,30
Serranidae,Epinephelus marginatus,6470,21,24.6,30,22
Serranidae,Epinephelus merra,4923,30,29.6,29.6,?
Serranidae,Epinephelus striatus,18,,42,45,37
Serranidae,Grammistes sexlineatus,4925,1,42,42,42
Serranidae,Hypoplectrus puella,12759,10,19.1,24,15
Serranidae,Mycteroperca bonaci,1209,,41,45,31
Serranidae,Mycteroperca microlepis,1212,,43,66,33
Serranidae,Paralabrax clathratus,3335,,28,28,
Serranidae,Paralabrax clathratus,3335,,26.59,26.59,
Serranidae,Paralabrax clathratus,3335,94,28,28.61885275,
Serranidae,Paralabrax clathratus,3335,,30,30,
Serranidae,Paralabrax maculatofasciatus,3336,,28,28,
Serranidae,Paralabrax maculatofasciatus,3336,,22,22,
Serranidae,Paralabrax maculatofasciatus,3336,,,,
Serranidae,Paralabrax nebulifer,3337,,,,
Serranidae,Plectropomus leopardus,4826,,25.2,25.2,
Serranidae,Plectropomus maculatus,4886,unknown,27,29,24
Serranidae,Pseudanthias pascalus,6934,1,26,26,
Serranidae,Pseudogramma polyacanthum,7320,10,32.3,42,26
Serranidae,Pseudogramma xanthum,49428,9,30.5,48,22
Serranidae,Rypticus saponaceus,1056,,40,40,
Serranidae,Rypticus sp1,None,4,27.25,29,25
Serranidae,Rypticus sp2,None,1,20,20,20
Serranidae,Serranus baldwini,3344,10,23.6,31,21
Serranidae,Serranus cabrilla,1353,54,24.3,28,21
Serranidae,Serranus cabrilla,1353,,26,26,
Serranidae,Serranus hepatus,14419,22,18,22,16
Serranidae,Serranus scriba,1761,12,28.2,32,26
Serranidae,Serranus tigrinus,3350,5,18.2,20,15
Siganidae,Siganus canaliculatus,4456,,27.5,30,23
Siganidae,Siganus doliatus,4623,41,26.4,30,23
Siganidae,Siganus doliatus,4623,10,21.4,28,19
Siganidae,Siganus fuscescens,4616,82,19.2,23,17
Siganidae,Siganus lineatus,4625,,33,35,29
Siganidae,Siganus rivulatus,4545,,39,39,
Siganidae,Siganus spinus,4457,unknown,22,,17
Siganidae,Siganus vermiculatus,4561,,23,24,22
Siganidae,Siganus vulpinus,4629,2,23.5,24,23
Sillaginidae,Sillaginodes punctatus,8489,,127.4,127.4,
Soleidae,Heteromycteris japonicus,8971,,,,
Soleidae,Microchirus variegatus,32,,33,33,
Soleidae,Solea solea,525,,27,27,
Soleidae,Solea solea,525,,35,35,
Soleidae,Solea solea,525,,35.1,51,24
Sparidae,Acanthopagrus latus,6356,,33.7,33.7,
Sparidae,Acanthopagrus schlegelii schlegelii,6531,,23.8,23.8,
Sparidae,Archosargus rhomboidalis,1219,,21,29,15
Sparidae,Boops boops,203,23,16.9,20,16
Sparidae,Boops boops,203,,16.7,16.7,
Sparidae,Diplodus annularis,1752,74,18.3,21,16
Sparidae,Diplodus annularis,1752,,18,18,
Sparidae,Diplodus capensis,6004,80,27.6,37,19
Sparidae,Diplodus cervinus cervinus,2497,3,18.3,20,17
Sparidae,Diplodus cervinus cervinus,2497,,17,17,
Sparidae,Diplodus puntazzo,1749,80,32.7,48,19
Sparidae,Diplodus vulgaris,1754,80,40.8,58,29
Sparidae,Oblada melanura,850,55,16.2,18,14
Sparidae,Oblada melanura,850,,15.8,15.8,
Sparidae,Pagellus erythrinus,893,10,43.9,49,40
Sparidae,Pagrus major,445,,47,47,
Sparidae,Pagrus major,445,,,,
Sparidae,Pagrus major,445,,46.6,109,20
Sparidae,Pagrus pagrus,1756,1,38,38,38
Sparidae,Pagrus pagrus,1756,,38,38,
Sparidae,Sarpa salpa,204,74,31.7,38,27
Sparidae,Sarpa salpa,204,,31.2,31.2,
Sparidae,Sparus aurata,1164,,50,50,
Sparidae,Sparus aurata,1164,,49.5,59,42
Sparidae,Sparus aurata,1164,,49.5,49.5,
Sparidae,Spondyliosoma cantharus,1356,12,33.7,38,29
Sparidae,Spondyliosoma cantharus,1356,,38,38,
Syngnathidae,Corythoichthys sp.,#N/A,4,31.5,34,28
Syngnathidae,Nerophis ophidion,1331,2,21.5,22,21
Syngnathidae,Syngnathidae,None,2,29,32,26
Syngnathidae,Syngnathus typhle,1360,2,15,15,15
Synodontidae,Synodus saurus,1771,1,19,19,19
Synodontidae,Synodus variegatus,5398,1,42,46,38
Tetraodontidae,Arothron hispidus,5425,5,40.8,43,37
Tetraodontidae,Canthigaster sp.,#N/A,2,47,54,40
Tetraodontidae,Canthigaster valentini,6544,2,18,19,17
Tetraodontidae,Tetraodontidae,None,5,59.3,74,46
Trachinidae,Trachinus draco,1363,10,12.9,14,12
Triglidae,Chelidonichthys lucerna,1366,12,19.1,21,18
Blennioidei,Axoclinus nigricaudus,46550,,18,18,
Blennioidei,Tripterygion delaisi,7640,25,17.3,21,16
Blennioidei,Tripterygion delaisi,7640,39,18.4,27,16
Blennioidei,Tripterygion delaisi,7640,,17.7,17.7,
Blennioidei,Tripterygion melanurus,54567,53,17.6,25,15
Blennioidei,Tripterygion melanurus,54567,,17,17,
Blennioidei,Tripterygion tripteronotus,1778,,17.3,17.3,
Blennioidei,Enneapterygius atriceps,51538,,30,30,
Zanclidae,Zanclus cornutus,5950,5,58.8,69,49
Zanclidae,Zanclus cornutus,5950,1,57,57,
